Name,Description,Thumbnail,Official Website,Location,Industry,Url
SpotOn,"SpotOn is a company founded in 2017 by Doron Friedman, Matt Hyman and Zach Hyman.",https://golden-storage-production.s3.amazonaws.com/topic_images/2afdc427249342d6841635b406dd3bd5.png,"http://www.spoton.com, http://spoton.com","San Francisco, United States","Software as a service (SaaS), Software, Mobile Payments, Payments, Sales Automation",https://golden.com/wiki/SpotOn-99BPAK4
BrightBytes,BrightBytes is a company founded in 2012 by Rob Mancabelli.,https://golden-storage-production.s3.amazonaws.com/topic_images/9170b0b5c57f489bb4f73388d1ba3f62.png,http://www.brightbytes.net,"San Francisco, Atlanta, United States, Mountain View, California","Big data, Education, Software as a service (SaaS), Educational technology, Student information system, Data management, Analytics, Cloud computing, Software, Training, E-learning",https://golden.com/wiki/BrightBytes-MN4PAZZ
Gainsight,"Gainsight is a privately held service as a software company founded in 2009 by Jim Eberlin and Sreedhar Peddineni. It is headquartered in San Francisco, California. ",https://golden-storage-production.s3.amazonaws.com/topic_images/ee1b187cf06640da924dce3f6e68d444.png,"https://www.gainsight.com/, http://gainsight.com/","San Francisco, Redwood City, California","Customer success, Software as a service (SaaS), Artificial Intelligence (AI), Customer relationship management (CRM), Management, Enterprise software, Cloud computing, Software",https://golden.com/wiki/Gainsight-EAVBKJX
TellApart,"TellApart is a Burlingame, California-based company founded by Josh McFarland.",https://golden-storage-production.s3.amazonaws.com/topic_images/86e98208646e4ec39e4862da06d5cafe.png,http://www.tellapart.com,"Burlingame, California","Machine learning, Artificial Intelligence (AI), E-commerce, Internet, Analytics, Software as a service (SaaS), Big data, Cloud computing",https://golden.com/wiki/TellApart-GE83YEM
Smartling,Smartling is a company founded in 2009 by Jack Welde.,https://golden-storage-production.s3.amazonaws.com/topic_images/88aa8fa4cbe440f4aabf51a9d32c6a6d.png,"http://www.smartling.com, http://smartling.com","New York, New York City, London, New York, Iowa","Software, Business-to-business, Software as a service (SaaS), Cloud computing, Adtech, Translation, Computer Software, Data analysis, Retail",https://golden.com/wiki/Smartling-EAVBWZR
Rollbar (company),Rollbar is a San Francisco-based company founded in 2012.,https://golden-storage-production.s3.amazonaws.com/topic_images/c9a6aecb78d5484fb8b0729cb7277b73.png,https://rollbar.com/,San Francisco,"Software, Exception tracking, Information infrastructure, Software as a service (SaaS), Issue tracking system, Cloud computing, DevOps, Web application security, Cybersecurity, Software security",https://golden.com/wiki/Rollbar_(company)-YX9BZ6V
Unite Us,Unite Us is a company founded in 2013.,https://golden-storage-production.s3.amazonaws.com/topic_images/e4da150df7ab4aada891a5083d928cfc.png,http://uniteus.com,"New York City, New York","Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Unite_Us-BWKDMJD
Liftopia,Liftopia is a San Francisco-based company founded in 2005 by Ron Schneidermann.,https://golden-storage-production.s3.amazonaws.com/topic_images/c45c893aa7454061a5a8f27be55e3b5e.png,http://www.liftopia.com,San Francisco,"Sport, Cloud computing, Software as a service (SaaS), Software, Local search (Internet)",https://golden.com/wiki/Liftopia-XKERP3X
Bazaarvoice,"Bazaarvoice is an Austin, Texas-based company founded in 2005.",https://golden-storage-production.s3.amazonaws.com/topic_images/013303eca7654b9fb7ed7db75201712b.png,"http://www.bazaarvoice.com, http://bazaarvoice.com","Austin, Texas","E-commerce, Social commerce, Advertising, Software as a service (SaaS), Cloud computing, Software, Adtech",https://golden.com/wiki/Bazaarvoice-R9DAN5K
Gigwalk,Gigwalk is a San Francisco-based company founded in 2010 by Ariel Seidman.,https://golden-storage-production.s3.amazonaws.com/topic_images/5f399a581df849348051891f9c2b8395.png,http://www.gigwalk.com,San Francisco,"Retail, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Gigwalk-ZXEK93M
Sellbrite,Sellbrite is a company founded in 2013.,https://golden-storage-production.s3.amazonaws.com/topic_images/72d5507f0b5649c5b443ac97da96d9d1.png,"http://www.sellbrite.com, http://sellbrite.com","Los Angeles, Pasadena, California","Software as a service (SaaS), Enterprise software, E-commerce, Cloud computing, Software, Supply chain management, Supply chain, Computer Software",https://golden.com/wiki/Sellbrite-BWKDMDK
Locatee,Locatee is a company founded in 2014 by Benedikt Köppel.,https://golden-storage-production.s3.amazonaws.com/topic_images/abca857a08f94a3c8e1e5829f357862e.png,"http://www.locatee.ch, https://locatee.com/, https://locatee.com/en/","Switzerland, Zürich, New York","Business-to-business, Analytics, Data analysis, Retail, Software as a service (SaaS), Big data",https://golden.com/wiki/Locatee-4N9EMM5
BlueConic,BlueConic is a company founded in 2010 by Martijn van Berkum.,https://golden-storage-production.s3.amazonaws.com/topic_images/bc592a0621a14852b6ff6911d324b581.png,http://www.blueconic.com/,"North America, Europe, Boston","Big data, Enterprise software, Software as a service (SaaS), Customer relationship management (CRM), Brand, Marketing, Customer Data Platform, Cloud computing, Software",https://golden.com/wiki/BlueConic-8ARW4NR
Vivun,"Vivun is an Oakland, California-based company founded in 2018 by Dominique Darrow.",https://golden-storage-production.s3.amazonaws.com/topic_images/92bd16574f9a41a3958f3a6e4ba49d34.png,"http://vivun.co, https://www.vivun.com/","Oakland, California","Business-to-business, Enterprise software, Software as a service (SaaS), Cloud computing, Software, Machine learning, Artificial Intelligence (AI), Sales, B2B, CRM, Sales Automation",https://golden.com/wiki/Vivun-MN4PG4X
ZEPL,ZEPL is a company founded in 2016 by Sejun Ra.,https://golden-storage-production.s3.amazonaws.com/topic_images/3c099aa6528e4502925cb85c92d3301e.png,http://www.zepl.com,"San Francisco, San Jose, California","Big data, Software as a service (SaaS), Cloud computing, Software, Analytics",https://golden.com/wiki/ZEPL-BWKD59Y
Mighty Networks,"Mighty Networks is a Palo Alto, California-based company founded in 2011 by Gina Bianchini.",https://golden-storage-production.s3.amazonaws.com/topic_images/93b2b6f7ea164a68a69e52ca3d61d11a.png,http://www.mightynetworks.com,"Palo Alto, California","Education, Software as a service (SaaS), Brand, Networking, Cloud computing, Software",https://golden.com/wiki/Mighty_Networks-GE83R9P
Keela,Keela is a company founded in 2013 by Nejeed Kassam.,https://golden-storage-production.s3.amazonaws.com/topic_images/b87bccfdde364c5cbc603cdc0520ce09.png,"http://www.keela.co, https://keela.co/","California, Canada","Donation, Nonprofit organization, Project management, Customer relationship management (CRM), Enterprise software, Fundraising, Software, Software as a service (SaaS)",https://golden.com/wiki/Keela-EAVB84X
Proxyclick,"Proxyclick is a cloud based software that manages visitors, from invitation to checkout.",https://golden-storage-production.s3.amazonaws.com/topic_images/59ad835cc7574e79b336763c2768d932.png,"https://www.proxyclick.com, http://proxyclick.com","Brussels, City of Brussels, New York, Singapore, Australia","Software, Access control, Physical security, Software as a service (SaaS), E-commerce, Enterprise software, Facility management, Hospitality, Social media, Communication software",https://golden.com/wiki/Proxyclick-GE83RXN
Brandtrack.fm,Brandtrack.fm is a company founded in 2014 by Santiago Lagier.,https://golden-storage-production.s3.amazonaws.com/topic_images/fd743eeecfc94d4d88a42bd7a0e819f1.png,http://brandtrack.fm,"Argentina, Arkansas, Buenos Aires","Music industry, Business intelligence (BI), Business-to-business, Adtech, Production music, Entertainment industry, Software as a service (SaaS), Data Analytics",https://golden.com/wiki/Brandtrack.fm-5K9VPAR
QuotaPath,QuotaPath is a software company specializing in developing solutions to track sales commissions.,https://golden-storage-production.s3.amazonaws.com/topic_images/241c3f5e2dda4f3397411fe3ef8d93c4.png,https://www.quotapath.com/,"Philadelphia, Austin, Texas","Gamification, Software as a service (SaaS), Sales, Software, Management, Cloud computing, Developer tool, Sales Automation",https://golden.com/wiki/QuotaPath-8ARWX9W
Crayon (company),Crayon is a Boston-based company founded in 2015 by Jonah Lopin.,https://golden-storage-production.s3.amazonaws.com/topic_images/0db94dfff5b242c4a69313d661fd46a2.png,https://www.crayon.co,Boston,"Marketing, Software as a service (SaaS), Cloud computing, Software, Data analysis, Retail",https://golden.com/wiki/Crayon_(company)-XKERVP6
TalkSession,TalkSession is a New York City-based company founded in 2012 by Melissa Thompson.,https://golden-storage-production.s3.amazonaws.com/topic_images/3bf2662e4536439b85cbd66a7004c14c.png,http://www.talksession.com,New York City,"Health information technology, Healthcare, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/TalkSession-4N9ERGZ
Flyspan,"Flyspan is an Irvine, California-based company founded by Brock Christoval, and Vinny Capobianco in 2013. ",https://golden-storage-production.s3.amazonaws.com/topic_images/b1c6e3774fd44af98aabffbffe55461d.png,http://www.flyspansystems.com,"Irvine, California","Drones, Software as a service (SaaS), Cloud computing, Software, Autonomous System, Simultaneous Localization and Mapping, Unmanned aerial vehicle (UAV), Machine learning, Artificial Intelligence (AI)",https://golden.com/wiki/Flyspan-YX9B8DB
Nahkoda Capital,Nahkoda Capital is a venture capital firm investing seed-stage technology companies.,https://golden-storage-production.s3.amazonaws.com/topic_images/1b7aeac203ae45ed9ddba24ba85b6daa.png,"http://nahkodaventures.com, http://www.nahkodavc.com/","Palo Alto, California","Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Nahkoda_Capital-AMB84NX
UserTesting,The company provides a platform for client testing and providing feedback,https://golden-storage-production.s3.amazonaws.com/topic_images/b0430954b728425e9b3f4b106035fffa.png,"http://www.usertesting.com, https://teston.io","San Francisco, Norway","User experience, Software as a service (SaaS)",https://golden.com/wiki/UserTesting-BWKDEBM
Lead Edge Capital,"Lead Edge Capital is a venture capital firm in New York, United States that invests on software and internet related companies",https://golden-storage-production.s3.amazonaws.com/topic_images/12cc2109d11c440fb433345949566415.jpeg,"http://www.leadedgecapital.com, https://leadedge.com/","New York, Santa Barbara, California","E-commerce, Software as a service (SaaS), Cloud computing, Software, Technology, Smart home, Investment fund",https://golden.com/wiki/Lead_Edge_Capital-39P3K9M
Armor Defense,"Armor Defense is a Dallas-based cybersecurity company developing security solutions for e-commerce, healthcare, and financial institutions.",https://golden-storage-production.s3.amazonaws.com/topic_images/1b3bd38de45c49c4b6d8b9f27b6c4825.png,"https://www.armor.com/, http://armor.com","Dallas, Richardson, Texas, Plano, Texas","Computer security, Data security, Cloud management, Cloud computing, Software as a service (SaaS), Compliance, Cybersecurity, Data management, Software, Cloud computing security",https://golden.com/wiki/Armor_Defense-AMB8RD4
Confident Cannabis,Company,https://golden-storage-production.s3.amazonaws.com/topic_images/11b06a8b0dbf4c2cba1ba251af483d03.png,http://www.confidentcannabis.com,"Palo Alto, California, United States","Cannabis (drug), Software as a service (SaaS), Cannabis industry, Laboratory, Cloud computing, Software",https://golden.com/wiki/Confident_Cannabis-GE83BEA
AWeber,AWeber provides a platform for email marketing with features such as landing page building and web push notifications.,https://golden-storage-production.s3.amazonaws.com/topic_images/c07f575f86a6432fbf174a0beedd4f02.png,"http://www.aweber.com, http://aweber.com","Chalfont, Pennsylvania","Digital marketing, Small and medium-sized enterprises, Software as a service (SaaS), Cloud computing, Software, Payment, Email, Marketing, Telecommunication, Email marketing",https://golden.com/wiki/AWeber-639MB5A
Tinfoil Security,"Tinfoil is a simple, developer friendly service that lets you scan your website for vulnerabilities and fix them quickly and easily.",https://golden-storage-production.s3.amazonaws.com/topic_images/4fd00c6f2fd94e15a6f2765b396934d8.png,"https://www.tinfoilsecurity.com, http://tinfoilsecurity.com","Mountain View, Contra Costa County, California, United States, Mountain View, California","High tech, Information infrastructure, Security, Software as a service (SaaS), Cloud computing, Software, Web application security, Cybersecurity",https://golden.com/wiki/Tinfoil_Security-YX9BAMB
Routehappy,Routehappy is a company founded in 2011 by Robert Albert.,https://golden-storage-production.s3.amazonaws.com/topic_images/77bc095e673a4ce3bb8d28163ad1efd4.png,http://routehappy.com,"New York City, Dulles, Virginia","Digital marketing, E-commerce, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Routehappy-YX9BAWM
Tachyus,"Tachyus is a company founded by Dakin Sloss, Paul Orland, Francisco Leport and Pallav Sarma.",https://golden-storage-production.s3.amazonaws.com/topic_images/52a027c1e0244f1b8f55539a1c50dc59.png,http://www.tachyus.com,"Berkeley, California, San Mateo, California","Sensor, Enterprise software, Analytics, Software as a service (SaaS), Data visualization, Predictive analytics, Big data, Computer Software, Oil and Gas , Cloud computing, Energy, Oil & Energy",https://golden.com/wiki/Tachyus-PBW5VNZ
Glitch (company),Glitch is the friendly community where everyone builds the web.,https://golden-storage-production.s3.amazonaws.com/topic_images/0064ec06e7c74ece9ef3d2cdd078260a.png,http://www.glitch.com,New York,"Software, Software as a service (SaaS), Cloud computing, Solution Analysts",https://golden.com/wiki/Glitch_(company)-EAVBB6A
Customer.io,Customer.io is a company founded in 2012 by Colin Nederkoorn.,https://golden-storage-production.s3.amazonaws.com/topic_images/a9abc207744d400a95a0787879697bfd.png,http://customer.io,"Portland, Oregon, Beaverton, Oregon","Software as a service (SaaS), Cloud computing, Software, Chat (industry)",https://golden.com/wiki/Customer.io-GE83GRJ
Likeable Local ,Likeable Local  is a company founded in 2012 by Hugh Morgenbesser.,https://golden-storage-production.s3.amazonaws.com/topic_images/ce184302ff3f4029a5e6f4ca3453cb62.png,"http://likeableLocal.com, http://likeablelocal.com, http://www.likeablelocal.com","Portland, Maine, New York, United States","Local advertising, Software as a service (SaaS), Social media, Cloud computing, Software, Marketing",https://golden.com/wiki/Likeable_Local-39P8PV3
Sales Layer,Sales Layer is a company founded by Álvaro Verdoy.,https://golden-storage-production.s3.amazonaws.com/topic_images/ee0df66e70a349b7b168aabb6f6c19f4.png,"http://saleslayer.co, https://saleslayer.com/","Boston, Valencia, Spain","E-commerce, Software as a service (SaaS), Cloud computing, Software, Analytics, Data analysis, Retail",https://golden.com/wiki/Sales_Layer-R9DX9A3
Flourish Software,"Flourish Software is an Atlanta-based company founded in 2017 by Colton Griffin, Bennett Adams and Juan Carlos Garcia.",https://golden-storage-production.s3.amazonaws.com/topic_images/a11d5a2fc9064e2299bd3799ef2d91ba.png,"http://www.flourishsoftware.com, http://flourishsoftware.com",Atlanta,"Cannabis (drug), Supply chain management, Enterprise resource planning (ERP), Software as a service (SaaS), Software, Agricultural technology (AgTech), supply chain management",https://golden.com/wiki/Flourish_Software-39P85YD
Tasktop,Tasktop provides companies with visibility into software portfolios and develops actionable insights for business value.,https://golden-storage-production.s3.amazonaws.com/topic_images/366a362ca51a4432ad4fd0ebd8588c8c.png,"http://tasktop.com, https://www.tasktop.com/","Vancouver, Canada, California","Task management, Software, Productivity software, Data integration, Automation, DevOps, Developer collaboration, Enterprise software, Financial technology, Software as a service (SaaS)",https://golden.com/wiki/Tasktop-GE8G5YD
Relode,Relode is a company founded by Matt Tant.,https://golden-storage-production.s3.amazonaws.com/topic_images/b47f5033bc7a4e549ca8897b16090270.png,http://www.relode.com,"Nashville, Tennessee","Recruitment, Software as a service (SaaS), Healthcare, Cloud computing, Software",https://golden.com/wiki/Relode-BWKVGKY
Promptly,Promptly is a company founded by Richard D. Titus.,https://golden-storage-production.s3.amazonaws.com/topic_images/841885dbf74a47cfbddab65f566fee21.png,"http://www.prompt.ly, https://prompt.ly/","San Francisco, Portugal","Social media marketing, Mobile commerce, Software as a service (SaaS)",https://golden.com/wiki/Promptly-K46KWZM
Green Egg Ventures,A venture capital firm that makes angel and seed investments in start-up companies. It was founded in 2016 and is located in New York City.,https://golden-storage-production.s3.amazonaws.com/topic_images/d55f29d770b241418d46d8a57df862f3.png,http://greenegg.vc,"New York City, New York","Business-to-business, Enterprise software, Software as a service (SaaS), Software, Cloud computing",https://golden.com/wiki/Green_Egg_Ventures-5K9RY94
Cloud Apps Capital Partners,A San Francisco-based venture capital firm that invests in companies within the cloud business applications sector,https://golden-storage-production.s3.amazonaws.com/topic_images/d707c33c1e41410abac720cbf3ff38b3.png,http://www.cloudappscapital.com,San Francisco,"Cloud computing, Software as a service (SaaS), Software",https://golden.com/wiki/Cloud_Apps_Capital_Partners-GE8GR69
Sopris Capital,A venture capital and private equity firm investing in early-stage healthcare and technology-enabled business-to-business service companies.,https://golden-storage-production.s3.amazonaws.com/topic_images/47de808bdcfd4b1ba6a676301b137199.png,http://sopriscapital.com,"Denver, Aspen, Colorado, United States","Healthcare, Digital health, Health information technology, Software as a service (SaaS), Cloud computing, Software, Consulting, Marketing, Wealth management",https://golden.com/wiki/Sopris_Capital-4N96PZE
Jasper Wireless,Jasper Wireless was company focusing on the development of cloud-based software.,https://golden-storage-production.s3.amazonaws.com/topic_images/35f72a7fdc6c47ec88493efc6206de9c.png,"http://www.jasperwireless.com, http://jasper.com, http://www.jasper.com/","Santa Clara, California","Cloud computing, Software as a service (SaaS), Mobile virtual network operator, Telecommunication, Telecommunications industry, Software, Internet of things (IoT)",https://golden.com/wiki/Jasper_Wireless-R9DXY3X
LinkSquares,Linksquares developed software that features AI-powered contract management and analytics tool for in-house legal and finance teams.,https://golden-storage-production.s3.amazonaws.com/topic_images/fe05291eec9540cb96e6456de49e2c1f.png,http://www.linksquares.com,"Boston, Norwalk, Connecticut","Legal technology, Cloud computing, Software as a service (SaaS), Software, Analytics, Contract, Artificial Intelligence (AI), Vertical SaaS, Management",https://golden.com/wiki/LinkSquares-JNZRBMX
Classplus,Company,https://golden-storage-production.s3.amazonaws.com/topic_images/eaea1eace30c4fdabb7337279e3fb65a.png,https://classplusapp.com/,"Uttar Pradesh, India, United States, India, Texas","E-commerce, Educational technology, Education, Business-to-business, Web development, Software as a service (SaaS), Training, E-learning",https://golden.com/wiki/Classplus-EAVNMZN
Home Lending Pal,"Developer of a lending platform designed to create artificial intelligence mortgage advisors. The company's platform is an AI-powered mortgage advisor that predicts the likelihood for mortgage approval along with hidden ownership cost during research and empowers consumers to make home-buying decisions, enabling clients to get affordable risk data that is usually only available to lenders.",https://golden-storage-production.s3.amazonaws.com/topic_images/9a7a3c2959fc4a5f89d04356da40aab1.png,http://www.homelendingpal.com,"Miami, Orlando, Florida, United States","Financial technology, Mortgage loan, Software as a service (SaaS), Cloud computing, Software, Loan, Real estate technology",https://golden.com/wiki/Home_Lending_Pal-VWR3GX9
Disprz (Heuristix Digital Tech),Disprz is a company founded in 2015 by Subbu Viswanathan.,https://golden-storage-production.s3.amazonaws.com/topic_images/6c4a2c7e27e74413a12f99d72827cca5.png,"http://www.disprz.com, https://disprz.com/","West Orange, New Jersey, India, Texas, Chennai, Indiana, India","Software, Knowledge management (KM), Software as a service (SaaS)",https://golden.com/wiki/Disprz_(Heuristix_Digital_Tech)-JNZRDP8
HomeSpotter,HomeSpotter is a Minneapolis-based company founded in 2009 by Aaron Kardell.,https://golden-storage-production.s3.amazonaws.com/topic_images/e164f2a6e53a4da1a68ca65d0ff42f15.png,http://homespotter.com,Minneapolis,"Augmented reality, Software as a service (SaaS), Cloud computing, Software, Advertising, Marketing",https://golden.com/wiki/HomeSpotter-8ARM69J
Benevity,Benevity is a company founded in 2008.,https://golden-storage-production.s3.amazonaws.com/topic_images/54642c3f717a42c0833879e2e3524ec4.png,"http://www.benevity.com/, https://benevity.com/","California, Canada","Social enterprise, Corporate social responsibility, Web development, Software, Software as a service (SaaS), E-commerce",https://golden.com/wiki/Benevity-BWKVE48
LeadSquared,LeadSquared is a software developer focused on improving sales execution and sales efficiency across a broad range of industries.,https://golden-storage-production.s3.amazonaws.com/topic_images/e3fed1dedee243d78addba9329498dc3.png,"http://www.leadsquared.com, http://leadsquared.com","India, Edison, New Jersey, Bangalore","Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/LeadSquared-EAVNXVP
Flipcause,"Flipcause is an Oakland, California-based company founded in 2012 by Emerson Valiao, Derrick Cagaanan, Alison Dale and Ro Valiao.",https://golden-storage-production.s3.amazonaws.com/topic_images/da3e7159d5a844a5a8f90452557cd9c3.png,http://www.flipcause.com,"Oakland, California","Nonprofit organization, Payment system, Enterprise software, Software as a service (SaaS), Financial services, Payment, Cloud computing, Software, Charity, Donation, Fundraising",https://golden.com/wiki/Flipcause-K46KX5P
Brainbase,"Brainbase is a company founded in 2016 by Nate Cavanaugh, Karl Johan Vallner and Nikolai Tolkatshjov.",https://golden-storage-production.s3.amazonaws.com/topic_images/ab171958a0064c8fb62079faacf63394.png,"https://brainbase.com, https://www.brainbase.com/","Los Angeles, Santa Monica, California","Enterprise software, Software as a service (SaaS), Intellectual property, Management, Monetization, Cloud computing, Software, Marketing, Productivity, Productivity software",https://golden.com/wiki/Brainbase-ZXEN6NZ
Ease (company),A technology company offering an online platform for benefits and human resources. ,https://golden-storage-production.s3.amazonaws.com/topic_images/b23cf1a2cf96433da8b5181488f0240c.png,https://www.ease.com/,"San Francisco, Las Vegas","Health insurance, Human resources, Software as a service (SaaS), Insurance, Insurance Technology, Food Tech, E-commerce, Cloud computing, Software, Electronic health record",https://golden.com/wiki/Ease_(company)-YX9PB4V
Fareye,Fareye is a Chicago-based company founded in 2013.,https://golden-storage-production.s3.amazonaws.com/topic_images/4985d8bb6e49459a97f48a7c29b8c507.png,"http://www.fareye.in/, https://www.getfareye.com/",Chicago,"Software as a service (SaaS), Cloud computing, Software, Logistics",https://golden.com/wiki/Fareye-XKEZZ9D
Logistimo,Logistimo is a company founded in 2011 by Sharath Chandangoudar.,https://golden-storage-production.s3.amazonaws.com/topic_images/e8a83d47af3a4d50908079ba6311e5f0.png,http://logistimo.com,"Indiana, India","Supply chain management, Mobile commerce, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Logistimo-NMGWWZV
Lightning AI,Lightning AI is a deep learning platform solution providing AI-powered target group testing for enterprisers.,https://golden-storage-production.s3.amazonaws.com/topic_images/e1b087e12baa4564a98077f774acc8a8.png,"http://lightningAI.com, http://LightningAI.com, https://lightningai.com/","San Francisco, Norway","Digital marketing, Advertising, Software as a service (SaaS), Artificial Intelligence (AI), Cloud computing, Software",https://golden.com/wiki/Lightning_AI-JNZRRB5
Oktopost,Oktopost is a company founded in 2013 by Daniel Kushner.,https://golden-storage-production.s3.amazonaws.com/topic_images/fe25610e046e4340bcbddac8d15e9455.png,"http://www.oktopost.com, https://oktopost.com/","Illinois, Canada","Social media marketing, Software as a service (SaaS), Social media, Cloud computing, Software, B2B",https://golden.com/wiki/Oktopost-EAAVAEW
Zenoti,"Zenoti is a Bellevue, Washington-based company founded in 2010 by Sudheer Koneru.",https://golden-storage-production.s3.amazonaws.com/topic_images/5a28554ea3bd4ac0be232f98428f7a1f.png,"https://www.zenoti.com/, http://zenoti.com","Bellevue, Washington","Software as a service (SaaS), Software, Spa, Cloud computing",https://golden.com/wiki/Zenoti-8AARJR4
Liaison Technologies,"Liaison Technologies is an Alpharetta, Georgia-based company founded in 2000 by Bob Renner.",https://golden-storage-production.s3.amazonaws.com/topic_images/8dc39f29b6e14e1787b932f4172fe358.png,http://www.liaison.com,"Alpharetta, Georgia","Mobile device, Data security, Security, Software as a service (SaaS), Cybersecurity, Data management, Cloud computing, Software, Network service",https://golden.com/wiki/Liaison_Technologies-R99DEDW
Bandwagon Technologies,Bandwagon Technologies is a mobile game developer. They created TriviaGO.,https://golden-storage-production.s3.amazonaws.com/topic_images/d164a8ed4e814ebb9fa921fcbcd00b82.png,https://triviagoapp.com/,"Wilmington, North Carolina","Mobile game, Location-based service, Gaming, Software as a service (SaaS), Cloud computing, Software, Entertainment industry",https://golden.com/wiki/Bandwagon_Technologies-4NN9A85
Instapage,Instapage provides a landing page building platform for businesses.,https://golden-storage-production.s3.amazonaws.com/topic_images/bb5a623c017b44a5948142aaeef8b468.png,https://Instapage.com,"San Francisco, BiaBystok, Timioara, Warsaw","Conversion rate optimization, Advertising, B2B, Software, Software as a service (SaaS), Productivity software, Business software",https://golden.com/wiki/Instapage-399PRMP
Bestmile,Bestmile allows mobility service providers to deploy and manage autonomous and human-driven mobility services.,https://golden-storage-production.s3.amazonaws.com/topic_images/c1fbcba389284bdf945c9228fb9cde15.png,http://www.bestmile.com,"Lausanne, San Francisco, Switzerland","Public transport, Software as a service (SaaS), Artificial Intelligence (AI), Solution Analysts, Cloud computing, Business intelligence (BI), Electric vehicle, Automotive industry, Mobility Technology, Software, Greentech, Sustainability",https://golden.com/wiki/Bestmile-YXX9JXY
Castor EDC,"Castor EDC is a company founded in 2011 by Rob Konterman, Derk Arts and Sebastiaan Knijnenburg.",https://golden-storage-production.s3.amazonaws.com/topic_images/0823df9d49054685925d0ab572b44e91.png,"http://www.castoredc.com, http://castoredc.com","Netherlands, New York","Healthcare, B2B, Software as a service (SaaS)",https://golden.com/wiki/Castor_EDC-R99D65J
Riskpulse,"Riskpulse is an Austin, Texas-based company founded by Matthew Wensing, Brad Wiemerslage, Adrian Rego and John Plavan.",https://golden-storage-production.s3.amazonaws.com/topic_images/7a58b2a706d44f32b01283885cdbacda.png,http://riskpulse.com,"Austin, Texas","Risk management, Supply chain management, Big data, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Riskpulse-JNNZBDR
Castor (company),"CASTOR is an automated 3D printing software enabling manufacturers to identify cost reduction opportunities, utilizing the benefits of industrial 3D printing. ",https://golden-storage-production.s3.amazonaws.com/topic_images/88fe8911fe2449daa89723263cb77396.png,"https://www.3dcastor.com/, http://3dcastor.com","Tel Aviv, Hoboken, New Jersey, France, Netherlands","3D printing, Information technology, Computer Software, Software as a service (SaaS)",https://golden.com/wiki/Castor_(company)-999BX6Z
Clarisights,Clarisights is a no-code reporting platform for data-driven marketing teams.,https://golden-storage-production.s3.amazonaws.com/topic_images/a1e304b92a5940039f53e5e4848b244c.png,https://clarisights.com/,"Palo Alto, California","Enterprise software, Software as a service (SaaS), Cloud computing, Software, Analytics, Data analysis, Retail",https://golden.com/wiki/Clarisights-399PWKM
Motivo,Motivo is an Atlanta-based company founded in 2018 by Rachel McCrickard.,https://golden-storage-production.s3.amazonaws.com/topic_images/d02eed1dadcb40d1bece65131e7b7123.png,https://motivohealth.com/,Atlanta,"Mental health, Psychology, Healthcare, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Motivo-399PY55
kelaHealth,"kelaHealth is a company founded in 2016 by Prabath Peiris, Erich S. Huang, Jeff Sun and Bora Chang.",https://golden-storage-production.s3.amazonaws.com/topic_images/f85935eac759463581aff3e77c14a821.png,http://kelahealth.com/,"San Francisco, Durham, North Carolina","Health information technology, Healthcare, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/kelaHealth-ZXXEA94
Rheaply,"Rheaply is a Chicago-based company founded in 2015 by Garry Cooper, Tyler Skelton and Peter Tucker.",https://golden-storage-production.s3.amazonaws.com/topic_images/482409521d0941e2a52a8d4a211a563c.png,"http://www.rheaply.com, http://rheaply.com",Chicago,"Enterprise resource planning (ERP), Resource management, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Rheaply-K446BPN
Solstice (company),"Solstice connects households and businesses to shared renewable projects in their community, and their software manages the customer experience for the life of the 20-year project. By giving ordinary Americans access to clean energy at a guaranteed discount, Solstice unlocks the market for the 77 percent of households that cannot install rooftop solar on their homes. Solstice was founded on the belief that every household can be powered by affordable renewable energy, regardless of their income, their rooftop, or other markers of privilege.",https://golden-storage-production.s3.amazonaws.com/topic_images/fbb056419ccb4566bc3370e52682b6c7.png,https://solstice.us/,"Cambridge, Massachusetts","Sustainable energy, Energy industry, Software as a service (SaaS), Cloud computing, Software, Energy, Solar power, Sustainability",https://golden.com/wiki/Solstice_(company)-5KK9BNR
Cloudsnap (company),"Cloudsnap is an Austin, Texas-based company founded in 2018 by Colin Loretz, Chris Yoder and Rick Barkley.",https://golden-storage-production.s3.amazonaws.com/topic_images/1f636c609cb44a7186057d63432864b0.png,http://cloudsnap.com,"Austin, Texas","Data integration, Finance, No-code / low-code development, No-code, Web development, Enterprise, Enterprise resource planning (ERP), Software as a service (SaaS)",https://golden.com/wiki/Cloudsnap_(company)-K446BJN
